DATASET: ca4663.tsp
52781.7 7611.11
52708.1 7664.72
52696.7 7630.83
52763.3 7729.44
52694.7 7602.5
52762.8 7623.33
52749.2 7554.17
52720.6 7582.5
52797.8 7583.06
52813.9 7554.44
52855.3 7567.22
52854.7 7580.28
52899.4 7602.5
52863.1 7606.94
52909.4 7604.72
52833.9 7619.17
52841.4 7613.33
52934.4 7659.17
52891.9 7731.11
52886.4 7667.22
52938.3 7680.28
52955.8 7641.67
52996.1 7639.44
52977.2 7690
53095.6 7721.39
53033.1 7723.33
52874.7 7832.5
52906.1 7871.39
52873.3 7806.94
52794.7 7833.89
52803.6 7804.17
52788.3 7690.28
52732.2 7712.78
52761.1 7730.83
52709.7 7788.61
52732.8 7786.67
52724.4 7767.22
52676.9 7778.89
52522.2 7716.94
52575.3 7720.28
52584.2 7638.06
52563.1 7768.89
52569.7 7701.94
52478.9 7676.39
52460.6 7731.39
52347.2 7693.61
52354.7 7650.56
52362.2 7644.17
52282.2 7618.33
52150 7700
52183.3 7716.67
52163.6 7750
52108.3 7809.44
52151.7 7775.83
52179.2 7737.78
52183.3 7750
52166.7 7783.33
52158.1 7772.22
52146.4 7749.72
52162.8 7776.11
52184.7 7728.06
52202.2 7715
52197.5 7678.61
52211.1 7736.67
52273.6 7758.89
52315 7730
52241.9 7816.94
52291.7 7848.33
52318.9 7854.17
52272.8 7811.11
52292.8 7773.89
52264.4 7744.72
52262.5 7725.28
52271.7 7729.44
52256.9 7806.94
52270.6 7883.06
52277.8 7834.17
52285 7845.28
52289.2 7852.78
52302.2 7857.22
52276.1 7871.94
52351.4 7833.06
52404.2 7865.56
52515.8 7885.56
52539.7 7813.33
52511.4 7810.83
52485 7814.72
52503.3 7838.33
52500.3 7811.67
52476.9 7891.11
52417.2 7858.89
52333.3 7888.61
52440 7882.5
52344.4 7892.78
52401.1 7819.44
52316.9 7778.61
52353.1 7783.33
52355.8 7812.5
52328.3 7825
52379.2 7858.61
52414.7 7770.28
52378.1 7688.06
52316.7 7716.67
52317.5 7746.67
52355 7703.89
52282.8 7770.56
52298.1 7777.22
52347.8 7748.89
52337.8 7788.89
52345.6 7709.44
52400 7600
52360.3 7576.67
52321.4 7588.06
52290.6 7553.06
52393.6 7545.83
52386.4 7663.33
52430.8 7648.89
52475.6 7595.83
52534.4 7620.83
52484.7 7556.39
52446.9 7467.78
52456.4 7494.17
52434.2 7529.17
52449.7 7537.78
52468.1 7608.33
52395.3 7646.67
52334.4 7618.06
52366.7 7509.44
52399.2 7396.67
52452.5 7431.11
52464.7 7460.28
52451.9 7461.39
52407.5 7536.39
52466.7 7513.89
52532.2 7420.56
52573.9 7411.94
52621.9 7424.44
52600 7416.67
52616.7 7438.89
52585.6 7473.33
52548.3 7511.67
52500.6 7503.06
52475.8 7445.28
52500.8 7383.61
52465.6 7399.72
52376.1 7360.83
52412.8 7362.5
52463.1 7328.61
52461.7 7344.44
52415.3 7397.22
52412.8 7433.33
52391.7 7415.83
52373.3 7391.39
52299.4 7420.28
52374.4 7449.17
52343.1 7416.39
52322.5 7383.06
52285.3 7384.17
52248.3 7397.5
52226.7 7342.78
52243.9 7331.11
52280 7390.83
52243.1 7382.22
52268.9 7397.78
52222.2 7455.56
52189.2 7469.17
52210 7423.61
52183.3 7451.11
52278.3 7437.78
52289.2 7460.83
52205.8 7498.61
52286.7 7489.17
52296.1 7471.94
52306.7 7497.5
52373.3 7489.44
52370.8 7397.22
52433.3 7345
52468.1 7294.44
52446.1 7366.39
52421.9 7361.67
52398.9 7384.72
52371.9 7334.44
52333.1 7358.06
52330 7315.56
52365.8 7323.89
52355.8 7369.72
52349.2 7413.06
52371.4 7393.06
52353.1 7378.61
52386.7 7342.22
52353.3 7340.28
52446.1 7303.06
52490.6 7322.22
52545 7391.11
52501.7 7440.83
52566.9 7346.94
52519.7 7308.89
52500 7316.67
52508.1 7243.06
52536.4 7220
52543.3 7193.33
52595.6 7143.06
52647.2 7100.28
52644.7 7149.72
52663.6 7213.89
52583.1 7270.28
52550 7300
52602.8 7301.94
52691.9 7270.28
52722.5 7274.72
52716.4 7291.11
52716.7 7283.33
52806.1 7210.56
52783.6 7112.22
52776.9 7083.33
52767.8 7068.33
52713.9 7088.06
52682.5 7117.78
52692.5 7105.28
52709.4 7046.39
52736.1 7020.83
52725.6 7044.72
52726.9 6983.06
52629.7 6981.94
52642.8 7015.56
52695.8 6989.72
52700.8 6921.67
52682.2 6931.67
52733.1 6901.94
52705.8 6807.78
52710 6791.67
52730.8 6811.67
52815.3 6806.39
52879.2 6815.56
52759.2 6850
52749.2 6874.72
52695 6894.17
52743.6 6878.06
52834.7 6958.33
52844.4 7003.06
52830 6973.06
52756.4 6972.78
52868.3 6887.22
52852.2 6874.44
52839.4 6859.72
52869.4 6867.5
52895.6 6923.06
52934.2 6928.89
52906.7 6930.83
52906.9 6942.22
52890.8 6919.72
52884.4 6921.39
52863.9 6878.89
52838.9 6805.56
52842.5 6787.78
52819.2 6782.78
52863.9 6752.78
52898.9 6726.11
52903.9 6755.83
52928.9 6714.72
52938.9 6680.28
52950 6710.28
52961.9 6697.22
52977.8 6642.22
52981.1 6660.56
52985.8 6677.78
52951.9 6657.78
52947.2 6674.44
52966.7 6683.33
53017.8 6668.89
53075.6 6673.89
53055.6 6703.89
53048.9 6716.39
52998.1 6714.17
52995.6 6639.44
53026.9 6606.39
52933.1 6611.67
52988.6 6605
52969.2 6543.06
53066.7 6532.78
53066.7 6533.06
53140.3 6498.33
53081.9 6539.17
53065.8 6555.28
53071.4 6562.78
53041.9 6560.28
53014.4 6578.89
52981.1 6601.11
52952.8 6601.67
52915.6 6548.61
52908.1 6551.39
52836.1 6633.33
52847.2 6566.39
52824.7 6568.89
52863.9 6556.94
52935.6 6544.72
52963.1 6594.44
53003.1 6605
53001.4 6550.28
52982.5 6566.94
52960.8 6563.61
52943.1 6600.28
52901.1 6607.22
52863.6 6596.11
52927.2 6633.61
52955 6702.5
52958.1 6749.72
52991.1 6784.17
52950 6802.78
52982.5 6811.67
53027.5 6799.44
52993.1 6800.28
52985 6857.78
52965.3 6795.28
52913.9 6822.78
52879.2 6873.33
52908.9 6842.22
52927.2 6812.5
52966.1 6812.22
52975.6 6815
52975.3 6766.94
52998.6 6751.11
52937.2 6709.17
52945 6705.56
52891.9 6635.56
52848.3 6709.44
52824.4 6688.61
52825.3 6712.78
52775.6 6708.61
52800.3 6736.94
52752.5 6703.89
52720.3 6722.78
52757.5 6725.56
52740.6 6767.78
52749.4 6757.78
52734.4 6744.17
52719.7 6773.33
52696.1 6791.94
52714.2 6741.11
52723.6 6770
52685 6778.33
52610.8 6844.17
52596.7 6824.72
52578.3 6868.89
52551.1 6907.5
52583.3 6900
52600 6917.5
52629.2 6909.17
52593.6 6981.39
52649.2 6927.22
52573.1 6861.67
52472.8 6856.11
52505.3 6876.11
52492.8 6923.06
52425.3 6915.56
52392.5 6820
52373.1 6787.78
52395 6797.5
52340.3 6784.44
52317.8 6795.83
52318.3 6855
52274.4 6830.28
52203.6 6821.11
52216.9 6836.94
52207.8 6871.94
52131.4 6919.72
52206.9 6890.83
52198.6 6852.22
52191.7 6851.67
52162.8 6887.22
52170.3 6855
52184.7 6850.28
52188.1 6816.39
52215.3 6766.11
52255.6 6870.83
52300.3 6803.06
52309.2 6728.61
52361.4 6710.83
52389.2 6720.28
52378.3 6652.5
52334.2 6676.67
52321.7 6647.5
52267.5 6668.61
52270.8 6704.72
52263.3 6778.33
52236.1 6726.11
52302.8 6736.67
52294.4 6765
52270 6757.78
52284.2 6764.44
52308.6 6759.44
52264.7 6766.94
52275 6791.67
52266.7 6799.44
52308.1 6811.67
52292.2 6807.78
52245.6 6812.5
52238.3 6880.56
52246.4 6845.56
52324.7 6885.56
52313.3 6831.94
52277.5 6856.67
52303.6 6875.28
52424.2 6928.33
52396.7 6936.67
52327.2 6925.28
52303.1 6963.89
52305 6981.94
52267.2 6949.72
52270.8 6998.33
52321.7 7002.78
52342.8 6974.44
52345.8 6975.28
52307.2 6951.94
52220.3 6916.94
52132.5 6904.44
52173.6 6888.89
52199.7 6820.83
52221.9 6826.67
52243.6 6855.28
52284.2 6785.83
52310.8 6750.56
52306.9 6712.5
52320.6 6702.22
52306.7 6672.5
52309.2 6716.94
52279.2 6691.11
52256.9 6691.39
52256.9 6724.44
52274.7 6706.39
52247.2 6610.56
52317.2 6600
52256.4 6631.94
52225.3 6645.83
52273.1 6585.83
52280.3 6531.67
52230.3 6462.22
52232.2 6404.72
52217.8 6403.33
52217.2 6361.39
52185 6354.17
52180.6 6359.44
52225.3 6390.56
52192.5 6412.22
52196.1 6367.5
52190.6 6370.56
52241.1 6352.5
52226.9 6345.83
52245.8 6347.22
52225.6 6335.56
52268.3 6381.94
52367.8 6427.78
52386.4 6449.44
52393.1 6433.33
52413.6 6412.5
52431.4 6415.56
52479.7 6420
52466.7 6400
52491.4 6435.28
52461.1 6500
52576.1 6423.33
52535 6375.56
52555.6 6343.89
52528.3 6309.44
52609.7 6232.22
52732.8 6293.06
52754.4 6208.33
52777.2 6171.39
52793.1 6141.39
52853.6 6150.28
52840 6100.28
52799.4 6142.78
52755.8 6147.22
52832.2 6236.39
52792.8 6187.5
52764.2 6151.67
52723.9 6156.39
52738.3 6205.56
52748.9 6212.22
52781.4 6233.89
52738.9 6234.44
52637.5 6261.94
52650 6250
52674.7 6292.5
52718.3 6284.17
52723.1 6189.44
52766.1 6187.22
52762.8 6235.56
52821.7 6277.78
52845.3 6301.11
52881.9 6329.72
52853.3 6327.5
52805.3 6296.94
52765.6 6267.22
52686.4 6257.5
52690.8 6211.39
52681.1 6218.89
52608.9 6303.06
52636.7 6231.94
52644.7 6223.06
52568.9 6272.22
52550 6283.33
52550 6300
52440 6352.5
52446.7 6345.28
52416.7 6376.67
52435.3 6391.67
52404.4 6399.17
52425.3 6446.11
52441.4 6423.06
52385 6495.28
52366.1 6528.06
52384.4 6520.56
52325.8 6494.17
52336.4 6559.72
52337.8 6556.94
52471.9 6588.06
52500.8 6557.78
52502.8 6527.78
52491.7 6501.11
52418.3 6502.78
52441.1 6474.72
52436.9 6465.28
52358.1 6557.78
52334.2 6457.5
52241.9 6506.11
52211.9 6517.78
52205.3 6514.17
52201.4 6537.78
52184.7 6559.17
52171.9 6586.11
52190.6 6603.61
52208.3 6621.94
52228.1 6544.17
52217.8 6503.06
52241.7 6541.67
52261.9 6550.83
52249.7 6602.22
52228.1 6608.89
52233.3 6583.33
52278.9 6572.78
52280.6 6556.11
52281.1 6520
52283.3 6482.5
52256.4 6477.78
52258.9 6453.33
52224.4 6433.06
52252.8 6450.56
52259.4 6455.28
52288.6 6480.83
52316.1 6472.78
52278.6 6400.83
52290.3 6391.11
52242.8 6380.28
52232.2 6368.33
52250 6400
52252.5 6403.06
52275.8 6384.44
52248.9 6401.11
52300 6450
52306.7 6470.83
52353.9 6507.22
52380.8 6561.39
52426.7 6538.89
52466.7 6550
52471.7 6512.5
52455.3 6512.5
52548.9 6547.5
52546.4 6540.28
52553.3 6560
52498.3 6490.83
52485.8 6473.33
52551.1 6373.33
52580.8 6405.83
52671.4 6475.83
52615.6 6420.56
52598.6 6465.83
52617.5 6495.56
52602.8 6547.5
52631.7 6551.39
52625.6 6522.22
52641.1 6533.06
52637.5 6501.67
52599.7 6525
52634.7 6498.61
52614.7 6460.56
52588.3 6499.72
52537.8 6456.94
52537.8 6432.5
52564.4 6439.72
52555.8 6475.83
52586.7 6473.89
52577.2 6489.72
52564.4 6470.28
52553.1 6431.39
52568.3 6479.72
52544.7 6477.5
52525.3 6480.28
52546.1 6554.72
52668.6 6497.78
52656.7 6423.89
52673.6 6545
52720.3 6581.67
52716.7 6551.67
52753.6 6526.11
52771.1 6466.67
52759.4 6460.28
52721.7 6391.67
52768.6 6308.06
52768.3 6327.5
52777.8 6323.61
52813.6 6362.22
52833.3 6333.33
52884.2 6404.17
52985 6418.06
52888.6 6407.5
52751.9 6346.11
52715 6344.17
52686.1 6375
52616.7 6357.78
52641.4 6341.39
52590 6276.39
52566.7 6200
52583.6 6226.94
52556.9 6231.11
52572.5 6226.11
52585.6 6244.44
52503.6 6287.22
52486.4 6336.94
52466.7 6304.17
52387.5 6368.33
52496.4 6365.56
52503.6 6382.22
52511.9 6280.28
52525.8 6270.28
52575.6 6311.67
52576.1 6365.83
52519.7 6382.5
52561.7 6373.06
52679.2 6391.67
52659.4 6381.39
52667.8 6433.89
52711.1 6470.28
52762.8 6452.78
52796.7 6463.33
52870 6495.56
52897.8 6492.78
52921.1 6512.22
52909.4 6502.22
52893.1 6529.72
52925.3 6537.78
52950.8 6530.83
52930 6530
52996.7 6547.5
52972.5 6611.67
52925.8 6676.67
53008.6 6693.33
52987.2 6623.89
53019.2 6614.72
53083.6 6635.28
53143.6 6634.72
53133.3 6616.67
53170 6532.5
53116.4 6474.44
53136.9 6526.11
53151.7 6518.06
53101.1 6501.11
53081.7 6520
53103.9 6553.61
53093.3 6608.06
53036.9 6673.61
53038.3 6725.28
53023.9 6713.89
53031.7 6748.06
52966.7 6733.33
52974.4 6735.83
52965.3 6723.06
53013.6 6701.11
53031.9 6713.06
53082.5 6768.89
53054.7 6719.72
53065.3 6713.61
53075.6 6735
53060.6 6767.5
53081.9 6800.56
53104.2 6831.67
53202.8 6870.83
53250.8 6818.06
53227.5 6858.06
53203.3 6863.06
53210.8 6815.83
53181.9 6796.67
53153.9 6805
53147.2 6836.39
53133.6 6725
53178.9 6711.67
53155.6 6740.56
53200.6 6708.61
53231.4 6722.5
53236.7 6657.5
53239.7 6656.11
53261.7 6707.5
53289.7 6716.94
53248.9 6666.11
53240.3 6735.56
53298.1 6747.22
53221.1 6750.83
53233.3 6779.72
53248.6 6780.83
53273.6 6783.06
53290.3 6753.89
53273.9 6761.39
53266.7 6800
53257.5 6796.67
53286.4 6827.78
53382.5 6835
53450 6844.17
53416.9 6790.28
53396.1 6758.61
53416.7 6810.28
53435.6 6796.39
53389.2 6806.11
53418.3 6835.28
53407.2 6838.89
53378.3 6817.5
53370.3 6833.61
53391.7 6834.44
53322.2 6818.61
53275.6 6859.44
53181.1 6887.22
53216.7 6902.78
53159.2 6884.44
53176.7 6917.78
53156.9 6966.67
53103.6 7020
53180.8 6945
53197.5 6953.06
53211.9 6948.61
53193.3 6905.28
53156.1 6914.44
53083.3 6900
53106.4 6886.39
53110 6812.22
53160 6725.56
53175.6 6778.89
53130.3 6744.44
53117.5 6732.5
53226.1 6808.89
53203.9 6778.61
53286.7 6809.17
53237.8 6838.61
53286.9 6894.44
53284.2 6880.83
53254.2 6900.56
53264.7 6968.89
53260 6933.89
53278.6 6890.56
53240.6 6870
53299.2 6845
53336.1 6844.72
53319.7 6857.22
53265.6 6863.61
53270 6848.33
53288.9 6844.17
53240.8 6818.89
53274.2 6817.78
53251.9 6841.94
53285.3 6750
53311.7 6720.28
53314.2 6719.44
53331.7 6767.22
53321.4 6732.22
53287.5 6682.22
53278.9 6697.5
53267.5 6671.67
53215.3 6704.44
53213.3 6708.61
53215.8 6666.94
53186.4 6644.44
53238.3 6622.22
53222.8 6644.44
53224.4 6610.56
53266.4 6621.11
53261.7 6651.67
53315.6 6634.72
53299.7 6619.44
53282.8 6598.06
53283.3 6601.11
53355 6641.67
53350 6668.61
53347.8 6690.83
53335.6 6692.5
53365.8 6767.78
53335 6838.61
53350.6 6810
53353.3 6760.28
53373.9 6731.67
53350.3 6745.83
53377.5 6786.11
53402.2 6670.83
53396.9 6681.94
53419.4 6740.56
53476.9 6736.39
53495 6685.56
53579.7 6697.22
53559.2 6656.67
53456.7 6631.67
53408.3 6662.78
53381.7 6623.61
53367.8 6621.11
53338.6 6543.61
53356.1 6554.44
53324.4 6563.33
53393.6 6513.33
53373.9 6432.22
53359.2 6438.89
53350.6 6438.06
53301.9 6417.78
53280.3 6444.44
53275.6 6367.5
53281.7 6339.17
53259.7 6368.89
53270.3 6387.22
53324.4 6397.22
53323.6 6355.83
53345.3 6358.89
53313.6 6363.89
53324.2 6328.61
53287.8 6341.11
53293.6 6311.94
53337.8 6346.11
53303.1 6396.67
53282.8 6472.78
53320.8 6459.44
53365.8 6495.56
53336.1 6515.28
53368.9 6509.44
53344.7 6527.78
53393.1 6426.94
53403.6 6401.11
53398.6 6400.56
53366.4 6407.5
53400 6466.67
53411.7 6444.17
53407.2 6447.22
53403.9 6502.5
53450.8 6478.89
53469.7 6536.39
53512.2 6618.61
53485.3 6611.39
53528.6 6658.33
53449.4 6709.44
53512.5 6540
53536.9 6446.67
53510.8 6427.22
53508.1 6462.5
53456.1 6396.39
53496.1 6369.72
53409.7 6368.06
53438.1 6295.56
53451.7 6307.78
53488.6 6306.39
53448.6 6294.72
53431.7 6300.28
53396.4 6228.06
53366.7 6233.33
53320.3 6263.33
53371.1 6250.83
53338.1 6215
53321.1 6215.28
53333.1 6248.89
53366.9 6294.44
53389.2 6296.94
53375.3 6330.56
53364.2 6278.06
53348.3 6309.17
53348.9 6346.67
53378.6 6392.22
53383.3 6416.67
53400.6 6434.44
53374.4 6405.56
53321.4 6353.06
53388.1 6375.56
53362.8 6365.56
53412.8 6305.28
53396.4 6282.78
53414.4 6265.28
53416.7 6238.33
53422.2 6267.22
53391.4 6240.56
53335 6211.39
53334.2 6321.39
53333.3 6283.33
53295.3 6308.89
53230.3 6340.56
53261.1 6300.28
53280.6 6316.39
53271.7 6278.06
53265.8 6316.39
53181.9 6268.61
53199.4 6277.78
53233.3 6350
53200.6 6463.06
53266.7 6446.67
53236.9 6452.22
53203.6 6400.83
53170.6 6429.17
53210.3 6431.94
53189.2 6461.39
53153.9 6409.72
53174.2 6401.39
53073.1 6461.11
52971.7 6392.5
53019.4 6320
53050 6275.56
53073.3 6211.94
53073.3 6165.28
53071.1 6131.94
53089.7 6111.94
53109.2 6106.67
53119.2 6070
53116.4 6069.17
53130.8 6091.39
53252.2 6112.5
53226.1 6124.44
53186.4 6134.44
53163.6 6165
53167.2 6133.61
53140.8 6063.06
53153.3 6080.83
53128.3 6075
53102.8 6065
53068.3 6065.83
53080.6 6067.22
53052.2 6084.72
53001.1 6085
52990.6 6085.28
52966.4 6092.5
52959.4 6098.89
53035.8 6112.5
53046.4 6099.72
53036.1 6160.56
53036.7 6183.89
53007.2 6156.11
52962.2 6145.83
52938.9 6219.72
52886.9 6221.39
52856.4 6282.5
52913.3 6272.5
52852.8 6216.94
52889.7 6199.17
52946.4 6277.22
52969.2 6316.67
52977.2 6272.78
52926.4 6235.56
52925.6 6180
52949.4 6177.5
52930.6 6184.44
52920.6 6183.33
52926.4 6209.17
52963.1 6199.72
52972.5 6209.17
53003.9 6200.56
53017.2 6200
53058.3 6191.39
53031.7 6217.5
53028.9 6251.94
52995.3 6296.39
53048.1 6257.22
53060.6 6289.44
53111.7 6328.33
53032.2 6368.61
53059.4 6456.67
53163.3 6423.33
53190 6287.5
53194.7 6306.11
53186.7 6215.56
53039.4 6287.78
53058.6 6226.11
53044.2 6160
52995.6 6159.17
53008.3 6111.39
53003.1 6108.89
52975 6049.44
52956.4 6019.44
52942.5 6075
52921.4 6080.56
52909.2 6081.94
52921.9 6107.22
52938.1 6038.61
52958.6 6053.89
52979.4 6138.06
52906.9 6171.67
52885.8 6145.83
52900 6133.33
52908.3 6141.11
52934.7 6147.78
52905.6 6201.39
52869.4 6196.94
52846.7 6137.78
52919.2 6121.94
52932.5 6076.94
52900 6100
52867.5 6064.72
52880.6 6097.22
52965.8 6185.83
52976.7 6116.94
53013.6 6126.94
53073.9 6098.61
53119.4 6148.61
53204.4 6120.83
53208.3 6134.44
53203.3 6199.44
53240 6221.67
53252.5 6213.61
53281.7 6167.78
53254.4 6147.78
53259.4 6144.72
53278.3 6100.28
53430.8 6127.5
53450.8 6154.44
53423.1 6137.5
53424.7 6175.83
53416.4 6180.56
53474.7 6176.39
53459.7 6218.06
53515.8 6236.11
53528.1 6169.17
53512.8 6245.28
53564.7 6355.28
53516.7 6433.33
53478.1 6502.22
53421.7 6550.28
53423.1 6574.72
53351.4 6600
53392.5 6563.61
53396.1 6598.06
53412.5 6700.56
53375.3 6710.28
53381.9 6681.94
53380 6664.17
53385 6593.61
53352.2 6526.94
53301.1 6502.22
53317.2 6507.5
53296.9 6586.94
53277.5 6563.89
53268.3 6475.28
53231.9 6573.33
53251.4 6591.67
53246.1 6551.39
53217.2 6564.44
53176.1 6590
53202.8 6578.06
53186.7 6636.11
53167.2 6610.28
53180.6 6650.56
53209.7 6645
53166.7 6637.22
53200 6583.33
53251.1 6568.06
53319.7 6480.28
53235 6524.72
53312.8 6557.78
53324.4 6698.33
53291.4 6689.17
53220.6 6743.06
53173.3 6689.44
53153.9 6696.11
53143.6 6673.06
53157.2 6766.94
53171.7 6772.5
53182.5 6752.5
53106.4 6765.28
53121.4 6689.72
53116.7 6633.33
53107.8 6651.39
53071.1 6630.56
53083.3 6583.33
53098.9 6572.22
53057.8 6602.5
53041.9 6610.56
53044.4 6611.94
53065.6 6651.39
53088.6 6564.72
53126.4 6615.56
53137.5 6646.94
53159.4 6581.39
53202.2 6501.11
53175.6 6470.56
53150 6475.56
53143.9 6507.5
53106.7 6489.44
53062.5 6501.39
52954.2 6359.17
53004.4 6298.89
52954.4 6268.33
52945.6 6327.22
52919.7 6299.17
52916.7 6283.33
52950 6250
52968.9 6255.56
52899.7 6261.39
52885 6376.94
52937.5 6322.22
52838.9 6358.61
52870 6308.06
52857.5 6366.39
52806.1 6416.11
52795.8 6404.72
52786.4 6456.11
52756.7 6353.89
52721.9 6349.44
52760.6 6445.83
52689.2 6491.94
52655.6 6556.94
52665 6594.17
52638.1 6616.94
52648.3 6681.67
52705.8 6680.28
52699.7 6668.61
52681.4 6686.67
52690.6 6645.28
52671.9 6733.89
52646.9 6736.11
52566.1 6745.56
52575 6720.56
52556.4 6706.67
52486.9 6661.11
52488.1 6639.44
52443.6 6673.89
52458.6 6682.78
52481.1 6686.39
52500 6600
52580.6 6568.06
52590.6 6556.11
52582.8 6604.17
52683.3 6604.72
52655.3 6656.11
52690.8 6639.72
52750 6667.5
52726.4 6662.5
52777.5 6650
52827.8 6646.39
52829.4 6642.22
52794.7 6633.61
52811.9 6618.89
52782.5 6596.67
52759.2 6614.72
52740.8 6600.28
52785.3 6580.56
52803.3 6700.56
52855.3 6741.39
END
DATASET: mu1979.tsp
23512.8 57367.2
23547.5 57333.6
23619.4 57266.7
23575.3 57207.2
23576.7 57214.2
23554.2 57230.6
23493.1 57115
23457.2 57085.6
23483.3 57116.7
23477.5 57169.4
23406.7 57170.8
23400.8 57178.6
23435.3 57046.9
23409.7 57115.8
23426.7 57123.9
23440.8 57118.9
23505 57189.2
23474.4 57166.9
23518.6 57224.2
23390.8 57216.7
23397.5 57216.7
23383.3 57210.8
23397.2 57243.3
23368.1 57308.6
23389.7 57313.9
23462.2 57308.6
23478.1 57442.8
23417.5 57429.7
23464.7 57453.1
23391.1 57431.4
23425 57432.8
23416.4 57426.7
23386.4 57422.2
23392.8 57435
23299.7 57529.4
23204.2 57511.4
23184.2 57490.8
23219.2 57441.4
23213.6 57459.4
23211.1 57455.3
23246.7 57373.6
23208.1 57381.4
23220 57332.8
23247.5 57317.2
23266.9 57278.3
23288.9 57328.9
23222.8 57302.8
23227.2 57329.4
23181.4 57296.7
23139.2 57312.2
23158.1 57301.9
23219.7 57314.4
23178.6 57318.1
23173.6 57318.3
23198.6 57373.1
23194.7 57371.1
23188.6 57386.4
23210 57338.6
23232.2 57286.9
23223.6 57323.1
23224.7 57322.2
23158.3 57339.2
23151.4 57341.1
23157.2 57347.8
23101.9 57310.8
23083.3 57300
23083.3 57280.8
23086.4 57298.1
23120.6 57283.1
22966.7 57300
23000 57316.7
22950 57266.7
22916.7 57316.7
22916.7 57250
22933.3 57266.7
22900 57250
22950 57283.3
23063.1 57264.7
23158.1 57298.9
23187.5 57317.2
23223.3 57333.9
23256.4 57299.7
23310 57321.9
23341.9 57311.4
23412.5 57305.3
23400.3 57416.9
23431.7 57440.6
23390.8 57424.4
23418.6 57347.5
23465.3 57310
23484.2 57306.4
23481.4 57287.2
23455 57312.8
23433.1 57318.6
23459.7 57311.1
23559.4 57338.9
23527.5 57330.8
23471.7 57299.7
23440 57320.6
23445.3 57321.7
23465.3 57274.2
23467.8 57308.3
23460 57314.2
23429.7 57302.5
23267.2 57397.5
23284.7 57469.2
23272.5 57456.7
23216.9 57402.5
23173.1 57430.6
23165.3 57483.6
23216.9 57505.3
23228.1 57559.4
23206.1 57562.5
23204.4 57525.6
23239.2 57535.3
23203.9 57562.2
23191.9 57557.5
23125.6 57568.1
23098.1 57553.3
23073.6 57538.6
23062.2 57569.2
23071.4 57601.9
23062.2 57666.1
23066.1 57663.3
23067.8 57695.6
23065.8 57659.7
23072.2 57666.7
23053.3 57658.9
23043.9 57670.3
22983.3 57583.3
23061.4 57572.8
23102.5 57556.9
23076.4 57535.8
23052.5 57410.3
23118.1 57449.7
23142.2 57447.2
23147.2 57517.5
23148.3 57559.2
23187.5 57563.9
23189.2 57610
23185.6 57636.7
23185.6 57626.1
23188.9 57631.7
23185 57618.6
23185 57613.1
23147.2 57602.5
23188.1 57574.2
23156.1 57540
23210.3 57555.3
23195.6 57557.5
23158.6 57545.6
23114.4 57577.5
23083.6 57611.1
23181.9 57607.2
23226.9 57645
23298.9 57534.7
23306.1 57531.1
23300.6 57545.3
23302.8 57550
23311.7 57478.9
23281.9 57464.4
23455.6 57592.2
23438.1 57671.1
23468.1 57660.8
23432.5 57635
23389.4 57662.8
23399.4 57663.1
23360.6 57653.3
23318.6 57576.7
23202.8 57661.9
23210.8 57662.2
23211.4 57673.1
23268.9 57700.6
23380 57662.8
23381.9 57660.8
23444.2 57700.3
23444.4 57804.4
23394.4 57831.4
23389.2 57837.2
23376.7 57822.5
23396.4 57767.2
23496.1 57830.8
23512.2 57844.7
23418.9 57811.7
23303.9 57981.7
23312.5 58006.7
23305.6 58029.7
23307.2 58000.3
23330.6 58122.5
23406.4 58126.4
23398.6 58137.8
23525.8 58185.6
23487.8 58104.4
23467.5 58101.4
23430 58131.1
23456.1 58103.1
23443.6 58097.8
23479.7 58085
23567.8 58123.3
23492.8 57949.4
23507.5 57918.6
23455.8 57888.3
23373.1 57972.8
23327.2 57950.6
23279.7 57922.2
23296.7 57975.3
23297.2 57981.7
23311.7 57994.4
23301.1 57980
23292.2 57975.6
23165.6 57926.9
23176.9 57911.1
23161.7 57858.1
23152.2 57776.9
23094.2 57756.4
23085.6 57739.4
23063.3 57680.8
23060 57701.1
23011.4 57701.1
23143.3 57564.4
23104.7 57558.9
23107.8 57559.2
23095.3 57564.4
23107.5 57563.6
23112.5 57541.1
23132.5 57560.3
23149.7 57529.4
23126.4 57520.6
23185.3 57411.7
23140.6 57471.9
23087.2 57517.8
23090.6 57521.9
23074.2 57550
23020 57536.4
23020.6 57522.2
23086.9 57555.6
23118.9 57577.5
23083.3 57516.7
23042.5 57448.1
23093.9 57430.6
22966.7 57550
22950 57533.3
22933.3 57600
22883.3 57533.3
22983.3 57666.7
22933.3 57666.7
22933.3 57533.3
22866.7 57516.7
22850 57466.7
22766.7 57516.7
22816.7 57533.3
22800 57583.3
22766.7 57483.3
22783.3 57433.3
22650 57333.3
22616.7 57300
22666.7 57350
22666.7 57283.3
22683.3 57283.3
22716.7 57233.3
22700 56833.3
22750 56966.7
23060.6 56982.2
23100 57050
23137.8 57085.6
23130.3 57083.6
23185.8 57018.3
23214.7 57013.6
23229.7 57046.7
23229.4 57061.4
23321.9 57028.1
23381.9 57013.9
23395.8 56984.4
23455.8 57033.6
23388.1 57035.8
23493.1 57014.2
23399.4 56997.5
23374.4 56961.9
23281.9 56922.8
23400 56860
23450 56883.3
23403.3 56887.2
